census_year,block_id,property_id,base_property_id,building_address,CLUE_small_area,parking_type,parking_spaces,longitude,latitude
2014,615,102007,102007,126-158 Clarendon Street EAST MELBOURNE 3002,East Melbourne,Residential,112,144.9841,-37.81228
2014,618,109993,109993,178-226 Wellington Parade EAST MELBOURNE 3002,East Melbourne,Private,225,144.9835,-37.81582
2014,644,109669,109669,68-90 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Commercial,500,144.97429,-37.80856
2014,646,100341,100341,410-418 Albert Street EAST MELBOURNE 3002,East Melbourne,Commercial,324,144.97709,-37.80934
2014,649,110742,108974,160 Spring Street EAST MELBOURNE 3002,East Melbourne,Private,172,144.97416,-37.81086
2014,655,580629,580629,239-293 Wellington Parade South EAST MELBOURNE 3002,East Melbourne,Residential,116,144.97594,-37.81647
2014,659,100847,100847,Batman Avenue MELBOURNE 3004,Melbourne (Remainder),Private,567,,
2014,724,108649,108649,549-551 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,250,144.98028,-37.84659
2014,732,110373,110373,269-283 City Road SOUTHBANK 3006,Southbank,Residential,252,144.95903,-37.8273
2014,732,110483,110483,127-135 Clarendon Street SOUTHBANK 3006,Southbank,Commercial,204,144.95912,-37.82825
2006,613,593692,109643,189 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,162,144.98431,-37.81168
2014,734,110370,110370,241-243 City Road SOUTHBANK 3006,Southbank,Residential,257,144.96,-37.82651
2006,613,109645,109645,388-410 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Residential,192,144.98352,-37.8116
2014,735,110637,110637,31-49 Moray Street SOUTHBANK 3006,Southbank,Commercial,180,144.9614,-37.82762
2014,736,110408,110408,93-119 Kavanagh Street SOUTHBANK 3006,Southbank,Commercial,700,144.96358,-37.8257
2014,738,110621,110621,120-150 Sturt Street SOUTHBANK 3006,Southbank,Residential,144,144.96626,-37.82478
2014,738,110622,110622,152-166 Sturt Street SOUTHBANK 3006,Southbank,Residential,231,144.96607,-37.8254
2014,742,110425,110425,6-10 Wells Street SOUTHBANK 3006,Southbank,Residential,181,144.96855,-37.82617
2014,745,110627,110627,252-274 Sturt Street SOUTHBANK 3006,Southbank,Private,138,144.96485,-37.82915
2014,746,110438,110437,80 Dorcas Street SOUTHBANK 3006,Southbank,Private,128,144.96623,-37.83069
2014,749,108657,108657,256-310 St Kilda Road SOUTHBANK 3006,Southbank,Private,300,144.96983,-37.82754
2014,753,110607,110607,24-26 Southgate Avenue SOUTHBANK 3006,Southbank,Private,160,144.96711,-37.82038
2014,753,110608,110608,28-32 Southgate Avenue SOUTHBANK 3006,Southbank,Residential,108,144.96747,-37.82067
2014,759,108631,108631,435-437 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,101,144.97753,-37.8391
2014,759,108635,108635,459-465 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Residential,108,144.97815,-37.8408
2014,760,108642,108642,497-503 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Commercial,320,144.97908,-37.84332
2014,760,108643,108643,505-507 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Residential,204,144.97922,-37.84371
2014,772,110528,110528,69-79 Lorimer Street DOCKLANDS 3008,Docklands,Private,202,144.94269,-37.82497
2014,773,560261,560261,50-56 Lorimer Street DOCKLANDS 3008,Docklands,Residential,250,144.94748,-37.82484
2014,773,560266,560266,58-70 Lorimer Street DOCKLANDS 3008,Docklands,Residential,354,144.94629,-37.82485
2006,618,109993,109993,178-226 Wellington Parade EAST MELBOURNE 3002,East Melbourne,Private,225,144.98218,-37.81746
2006,621,109655,109655,232-254 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Private,125,144.97856,-37.81082
2014,775,110525,110525,850-868 Lorimer Street PORT MELBOURNE 3207,Port Melbourne,Private,251,144.93468,-37.82304
2014,776,110532,110532,99-111 Lorimer Street DOCKLANDS 3008,Docklands,Private,241,144.9394,-37.82429
2014,781,110596,110596,272-310 Salmon Street PORT MELBOURNE 3207,Port Melbourne,Private,691,144.92172,-37.82182
2014,782,110519,110519,768-798 Lorimer Street PORT MELBOURNE 3207,Port Melbourne,Private,220,144.92887,-37.82258
2006,720,108629,108629,427-431 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Residential,126,144.97593,-37.84019
2006,729,110347,110347,81-89 Whiteman Street SOUTHBANK 3006,Southbank,Residential,225,144.95469,-37.82863
2014,784,600460,110597,10 Central Boulevard FISHERMANS BEND 3207,Port Melbourne,Private,118,144.91884,-37.82228
2014,786,110509,110509,221-245 Salmon Street FISHERMANS BEND 3207,Port Melbourne,Private,2465,144.91587,-37.82649
2006,730,110491,110491,41-55 Haig Street SOUTHBANK 3006,Southbank,Residential,300,144.956,-37.8289
2014,786,110588,110588,157-171 Salmon Street FISHERMANS BEND 3207,Port Melbourne,Private,330,144.92123,-37.82732
2006,740,559375,559375,135-149 Kings Way SOUTHBANK 3006,Southbank,Private,143,144.96223,-37.82962
2014,790,559302,559302,187 Todd Road FISHERMANS BEND 3207,Port Melbourne,Private,280,144.91057,-37.82639
2006,742,110425,110425,6-10 Wells Street SOUTHBANK 3006,Southbank,Residential,181,144.96726,-37.8278
2006,742,110426,110426,90-104 Wells Street SOUTHBANK 3006,Southbank,Residential,163,144.96667,-37.82956
2006,743,110451,110451,62-104 Coventry Street SOUTHBANK 3006,Southbank,Residential,112,144.96659,-37.8308
2006,744,110618,110618,211-229 Sturt Street SOUTHBANK 3006,Southbank,Residential,250,144.96487,-37.83134
2006,750,569748,108655,250 St Kilda Road SOUTHBANK 3006,Southbank,Residential,173,144.96879,-37.82724
2006,750,569749,108655,250 St Kilda Road SOUTHBANK 3006,Southbank,Residential,206,144.96879,-37.82724
2006,759,108631,108631,435-437 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,114,144.97623,-37.84074
2006,759,108632,108632,439-445 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,336,144.97636,-37.84113
2006,759,108634,108634,455-457 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,114,144.9767,-37.84204
2006,760,108636,108636,469-471 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Residential,231,144.97707,-37.84307
2006,760,108638,108638,477-479 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,204,144.97724,-37.84352
2014,801,110333,110333,12 Riverside Quay SOUTHBANK 3006,Southbank,Private,204,144.96475,-37.8207
2014,801,570659,570659,64-78 City Road SOUTHBANK 3006,Southbank,Commercial,562,144.96514,-37.82175
2014,802,110384,110384,102-156 City Road SOUTHBANK 3006,Southbank,Private,182,144.96295,-37.82289
2014,802,613006,613006,28 Freshwater Place SOUTHBANK 3006,Southbank,Commercial,247,144.96229,-37.82267
2006,773,596486,596486,154-164 Lorimer Street DOCKLANDS 3008,Docklands,Commercial,260,,
2006,775,110525,110525,850-868 Lorimer Street PORT MELBOURNE 3207,Port Melbourne,Private,101,144.93336,-37.82469
2014,806,110469,640947,25-39 Haig Street SOUTHBANK 3006,Southbank,Commercial,3100,,
2014,808,108046,108046,63-85 Queens Bridge Street SOUTHBANK 3006,Southbank,Residential,325,144.96119,-37.82386
2014,808,110385,110385,174-184 City Road SOUTHBANK 3006,Southbank,Residential,386,144.96192,-37.82384
2014,810,110366,110366,157-165 City Road SOUTHBANK 3006,Southbank,Residential,161,144.96268,-37.82425
2006,778,564808,564808,329-349 Ingles Street PORT MELBOURNE 3207,Port Melbourne,Private,202,144.93342,-37.82663
2014,810,590043,576746,171-179 City Road SOUTHBANK 3006,Southbank,Residential,320,144.96218,-37.82476
2014,810,576747,576747,94-108 Kavanagh Street SOUTHBANK 3006,Southbank,Residential,267,144.96254,-37.82513
2006,781,110596,110596,272-310 Salmon Street PORT MELBOURNE 3207,Port Melbourne,Private,115,144.9204,-37.82345
2014,812,110413,110413,8-10 Kavanagh Street SOUTHBANK 3006,Southbank,Residential,235,144.96656,-37.82242
2014,812,110417,110417,20-22 Kavanagh Street SOUTHBANK 3006,Southbank,Residential,176,144.96583,-37.82281
2014,813,110411,110411,2-6 Kavanagh Street SOUTHBANK 3006,Southbank,Commercial,436,144.96736,-37.82197
2006,786,110509,110509,221-245 Salmon Street FISHERMANS BEND 3207,Port Melbourne,Private,2465,144.91529,-37.82733
2006,786,110588,110588,157-171 Salmon Street FISHERMANS BEND 3207,Port Melbourne,Private,316,144.91992,-37.82897
2006,790,570827,570827,294-308 Lorimer Street FISHERMANS BEND 3207,Port Melbourne,Private,220,144.9059,-37.82693
2006,795,110599,110599,120-178 PORT MELBOURNE 3207,Port Melbourne,Private,120,144.90731,-37.84102
2006,801,610046,110333,12 Riverside Quay SOUTHBANK 3006,Southbank,Private,300,144.96343,-37.82234
2006,802,110384,110384,102-156 City Road SOUTHBANK 3006,Southbank,Private,182,144.96163,-37.82457
2006,802,575821,575821,2-50 Southbank Boulevard SOUTHBANK 3006,Southbank,Commercial,809,144.96131,-37.82385
2006,804,110484,110484,2-26 Clarendon Street SOUTHBANK 3006,Southbank,Commercial,1696,144.95243,-37.82719
2006,807,108054,108054,40-56 Queens Bridge Street SOUTHBANK 3006,Southbank,Private,200,144.9587,-37.82562
2006,810,590043,576746,171-179 City Road SOUTHBANK 3006,Southbank,Residential,352,144.96089,-37.82638
2006,812,110415,110415,12-16 Kavanagh Street SOUTHBANK 3006,Southbank,Residential,170,144.96494,-37.82425
2018,233,107153,107153,111-149 Nicholson Street CARLTON 3053,Carlton,Private,200,144.97444,-37.79731
2018,245,538825,538825,604-640 Swanston Street CARLTON 3053,Carlton,Residential,445,144.96433,-37.8019
2018,247,106237,106237,204-218 Lygon Street CARLTON 3053,Carlton,Commercial,408,144.96714,-37.80219
2006,870,102178,102178,23-99 Commercial Road MELBOURNE 3004,Melbourne (Remainder),Commercial,1320,144.98149,-37.84823
2006,871,108651,108651,567-581 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,162,144.98192,-37.85087
2006,906,108505,108505,367-377 Royal Parade PARKVILLE 3052,Parkville,Private,205,144.95725,-37.78657
2006,929,110950,110950,34-56 Poplar Road PARKVILLE 3052,Parkville,Private,279,144.94659,-37.77965
2006,931,110273,110273,Elliott Avenue PARKVILLE 3052,Parkville,Private,300,144.95062,-37.78584
2006,1004,104045,104045,642-658 Footscray Road WEST MELBOURNE 3003,West Melbourne (Industrial),Private,100,144.91261,-37.80774
2006,1006,102993,102993,71-385 Dynon Road WEST MELBOURNE 3003,West Melbourne (Industrial),Private,132,144.92294,-37.80511
2006,1006,104053,104053,470-594 Footscray Road WEST MELBOURNE 3003,West Melbourne (Industrial),Private,2700,144.92264,-37.80825
2006,1101,110843,110843,163-235 Spencer Street DOCKLANDS 3008,Docklands,Commercial,583,144.94925,-37.81615
2006,1105,588061,588061,8-18 McCrae Street DOCKLANDS 3008,Docklands,Residential,189,144.94945,-37.82315
2006,1108,604125,604125,95-197 Harbour Esplanade DOCKLANDS 3008,Docklands,Commercial,120,,
2006,1109,573205,560004,30 Newquay Promenade DOCKLANDS 3008,Docklands,Residential,100,144.94086,-37.816
2006,1109,573327,573327,37-43 Caravel Lane DOCKLANDS 3008,Docklands,Residential,250,144.93936,-37.81656
2006,1109,584058,584058,349-369 Docklands Drive DOCKLANDS 3008,Docklands,Commercial,250,144.94139,-37.81522
2006,1109,584059,584059,2-16 Newquay Promenade DOCKLANDS 3008,Docklands,Residential,275,144.9423,-37.81544
2006,1109,593733,593733,411-423 Docklands Drive DOCKLANDS 3008,Docklands,Commercial,122,144.93841,-37.81637
2007,1,103974,103974,507-581 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,270,144.95544,-37.82274
2007,12,103997,103997,472-482 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,310,144.95696,-37.82137
2007,12,103999,103999,1-13 William Street MELBOURNE 3000,Melbourne (CBD),Private,121,144.9582,-37.82107
2007,12,110091,110091,15-33 William Street MELBOURNE 3000,Melbourne (CBD),Commercial,300,144.95788,-37.82093
2007,14,101099,101099,16-26 Bond Street MELBOURNE 3000,Melbourne (CBD),Commercial,461,144.96174,-37.81978
2007,14,104007,104007,300-316 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,574,144.96272,-37.81971
2007,16,104018,104018,172-192 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,1075,144.96725,-37.81824
2007,18,108977,108977,25-31 Spring Street MELBOURNE 3000,Melbourne (CBD),Residential,111,144.97279,-37.81618
2007,22,102104,102104,505-535 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,612,144.95616,-37.82029
2007,26,109418,109418,199-209 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,348,144.96611,-37.81745
2007,28,103969,103969,12-20 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Commercial,139,144.97226,-37.81588
2007,32,102117,102117,500-514 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,170,144.95616,-37.81921
2007,33,102124,102124,430-442 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,105,144.95845,-37.81867
2007,34,102133,102133,360-374 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,134,144.96086,-37.81781
2007,37,102161,102161,80 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,115,144.96937,-37.81527
2007,42,101156,101155,535 Bourke Street MELBOURNE 3000,Melbourne (CBD),Commercial,300,144.9565,-37.818
2007,44,597186,101146,385 Bourke Street MELBOURNE 3000,Melbourne (CBD),Commercial,213,144.96161,-37.81657
2007,44,101147,101147,393-403 Bourke Street MELBOURNE 3000,Melbourne (CBD),Commercial,192,144.96087,-37.81678
2007,51,101170,101170,624-634 Bourke Street MELBOURNE 3000,Melbourne (CBD),Private,125,144.95349,-37.8176
2007,54,101187,101187,392-406 Bourke Street MELBOURNE 3000,Melbourne (CBD),Commercial,450,144.96042,-37.81586
2007,56,101204,101204,194-200 Bourke Street MELBOURNE 3000,Melbourne (CBD),Commercial,130,144.96595,-37.81404
2007,57,108584,108584,170-190 Russell Street MELBOURNE 3000,Melbourne (CBD),Commercial,409,144.96682,-37.81363
2007,58,103621,103621,174-192 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Commercial,150,144.96932,-37.81287
2007,62,105862,105862,542-546 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Commercial,373,144.95505,-37.81645
2007,65,103312,103312,222-260 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Commercial,238,144.96157,-37.81434
2007,68,103620,103620,196-226 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Private,230,144.96917,-37.81211
2007,68,103620,103620,196-226 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Commercial,500,144.96917,-37.81211
2007,72,110708,110707,535 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Commercial,800,144.95469,-37.81509
2007,73,559301,559301,458-468 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Commercial,294,144.95704,-37.81469
2007,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Commercial,1150,144.96441,-37.81232
2007,78,103618,103618,242-284 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Private,341,144.96866,-37.81105
2007,81,561698,105462,550 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Private,400,144.95139,-37.81494
2007,81,106029,106029,536-548 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Residential,138,144.95193,-37.81524
2007,81,108961,108961,278-282 Spencer Street MELBOURNE 3000,Melbourne (CBD),Private,150,144.95085,-37.81559
2007,83,105457,105457,371-389 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Commercial,447,144.95682,-37.81328
2007,85,222221,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Private,465,144.96146,-37.81215
2007,97,103615,103615,333-351 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Commercial,742,144.96675,-37.80944
2007,105,104080,104080,83-93 Franklin Street MELBOURNE 3000,Melbourne (CBD),Residential,144,144.96045,-37.80981
2007,115,104101,104101,58-64 Franklin Street MELBOURNE 3000,Melbourne (CBD),Commercial,466,144.9595,-37.80905
2007,131,103977,111287,633-669 Flinders Street DOCKLANDS 3005,Docklands,Private,354,144.95223,-37.82421
2007,131,103978,111287,18-38 Siddeley Street DOCKLANDS 3005,Docklands,Commercial,305,144.95223,-37.82421
2007,206,101688,101683,96 Grattan Street CARLTON 3053,Carlton,Commercial,600,144.96471,-37.80132
2007,217,106193,106193,368-386 Lygon Street CARLTON 3053,Carlton,Commercial,154,144.96683,-37.79968
2007,218,102675,102675,247-253 Drummond Street CARLTON 3053,Carlton,Commercial,205,144.96654,-37.80158
2018,440,102958,102958,130-154 Dudley Street WEST MELBOURNE 3003,West Melbourne (Residential),Residential,199,144.95061,-37.80952
2018,440,102960,102960,104-128 Dudley Street WEST MELBOURNE 3003,West Melbourne (Residential),Residential,154,144.95127,-37.80925
2007,242,101255,101255,197-235 Bouverie Street CARLTON 3053,Carlton,Private,119,144.9603,-37.80267
2007,251,107539,107539,15-31 Pelham Street CARLTON 3053,Carlton,Commercial,170,144.96731,-37.80522
2007,263,563935,563935,1-19 Bouverie Street CARLTON 3053,Carlton,Residential,180,144.95977,-37.80773
2007,265,109845,109845,110-120 Victoria Street CARLTON 3053,Carlton,Private,235,144.96262,-37.8077
2007,265,559514,559514,470-496 Swanston Street CARLTON 3053,Carlton,Private,150,144.96223,-37.80722
2007,274,107697,107696,Royal Parade CARLTON NORTH 3054,Carlton,Private,295,144.96024,-37.7867
2018,570,613981,103390,400 Epsom Road FLEMINGTON 3031,Kensington,Private,256,144.91682,-37.78431
2018,571,602256,602256,320-386 Epsom Road FLEMINGTON 3031,Kensington,Private,371,144.91512,-37.78227
2008,870,102178,102178,23-99 Commercial Road MELBOURNE 3004,Melbourne (Remainder),Commercial,1729,144.98282,-37.84657
2018,613,109645,109645,388-410 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Residential,254,144.98484,-37.80996
2018,621,109655,109655,240-254 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Private,161,144.97998,-37.80919
2018,646,100341,100341,410-418 Albert Street EAST MELBOURNE 3002,East Melbourne,Commercial,324,144.97709,-37.80934
2018,649,110742,108974,160 Spring Street EAST MELBOURNE 3002,East Melbourne,Private,172,144.97416,-37.81086
2018,651,111469,111469,33-61 Cathedral Place EAST MELBOURNE 3002,East Melbourne,Private,522,144.97651,-37.81131
2018,651,111469,111469,33-61 Cathedral Place EAST MELBOURNE 3002,East Melbourne,Commercial,300,144.97651,-37.81131
2008,931,110273,110273,Elliott Avenue PARKVILLE 3052,Parkville,Private,300,144.95163,-37.78462
2008,1006,104053,104053,470-594 Footscray Road WEST MELBOURNE 3003,West Melbourne (Industrial),Private,2700,144.92378,-37.80659
2008,1101,110843,110843,163-261 Spencer Street DOCKLANDS 3008,Docklands,Commercial,583,144.95056,-37.81451
2008,1105,578095,578095,694-704 Collins Street DOCKLANDS 3008,Docklands,Commercial,265,144.95086,-37.81949
2008,1105,598590,598590,720-750 Collins Street DOCKLANDS 3008,Docklands,Commercial,430,144.94933,-37.82
2008,1108,604119,604119,41-55 Victoria Harbour Promenade DOCKLANDS 3008,Docklands,Residential,254,144.94292,-37.81935
2008,1109,573205,560004,30 Newquay Promenade DOCKLANDS 3008,Docklands,Residential,100,144.94217,-37.81436
2008,1109,573207,560004,15 Caravel Lane DOCKLANDS 3008,Docklands,Residential,250,144.94217,-37.81436
2008,1109,584058,584058,349-369 Docklands Drive DOCKLANDS 3008,Docklands,Commercial,250,144.94272,-37.81359
2018,658,110266,110266,120 Brunton Avenue EAST MELBOURNE 3002,East Melbourne,Private,370,144.98319,-37.82001
2008,1109,593733,593733,411-423 Docklands Drive DOCKLANDS 3008,Docklands,Commercial,122,144.93973,-37.81474
2018,660,602280,109256,90 Olympic Boulevard MELBOURNE 3004,Melbourne (Remainder),Commercial,154,144.98246,-37.82485
2018,720,108627,108627,415-421 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,384,144.97704,-37.83775
2018,724,108646,108646,519-539 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Residential,470,144.97987,-37.84556
2018,724,108650,108650,553 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Commercial,220,144.98038,-37.84685
2018,729,110474,110474,46-50 Haig Street SOUTHBANK 3006,Southbank,Residential,183,144.95695,-37.82683
2018,732,110373,110373,269-283 City Road SOUTHBANK 3006,Southbank,Residential,252,144.95903,-37.8273
2008,2385,616892,616892,64-90 Sutton Street NORTH MELBOURNE 3051,North Melbourne,Private,100,144.93764,-37.79163
2018,735,110637,110637,31-49 Moray Street SOUTHBANK 3006,Southbank,Commercial,180,144.9614,-37.82762
2018,736,110408,110408,93-119 Kavanagh Street SOUTHBANK 3006,Southbank,Commercial,450,144.96358,-37.8257
2018,736,680222,559332,42 Balston Street SOUTHBANK 3006,Southbank,Residential,109,144.9625,-37.82673
2018,740,559375,559375,135-149 Kings Way SOUTHBANK 3006,Southbank,Private,143,144.96355,-37.82796
2018,746,110438,110437,80 Dorcas Street SOUTHBANK 3006,Southbank,Private,128,144.96623,-37.83069
2018,753,110323,110380,1 Southgate Avenue SOUTHBANK 3006,Southbank,Private,100,144.9663,-37.82072
2018,753,110381,110380,60 City Road SOUTHBANK 3006,Southbank,Private,205,144.9663,-37.82072
2018,753,110606,110380,3 Southgate Avenue SOUTHBANK 3006,Southbank,Commercial,581,144.9663,-37.82072
2018,753,110607,110607,24-26 Southgate Avenue SOUTHBANK 3006,Southbank,Private,160,144.96711,-37.82038
2018,753,110608,110608,28-32 Southgate Avenue SOUTHBANK 3006,Southbank,Residential,108,144.96747,-37.82067
2018,759,108631,108631,435-437 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,102,144.97753,-37.8391
2008,2547,615601,615601,352-400 Macaulay Road KENSINGTON 3031,Kensington,Private,101,144.93373,-37.79424
2018,760,108638,108638,477-479 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,204,144.97856,-37.84188
2018,760,108644,108644,509-515 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,342,144.97936,-37.8441
2009,11,103989,103989,532-536 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,105,144.95644,-37.82024
2018,773,579363,579363,1-13 Point Park Crescent DOCKLANDS 3008,Docklands,Residential,305,144.94122,-37.82356
2018,773,627016,627016,73-91 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,302,144.93592,-37.82238
2009,12,103998,103998,452-470 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,296,144.9586,-37.81947
2009,12,103999,103999,1-13 William Street MELBOURNE 3000,Melbourne (CBD),Private,121,144.95951,-37.81943
2009,12,110091,110091,15-33 William Street MELBOURNE 3000,Melbourne (CBD),Commercial,300,144.9592,-37.81929
2009,16,104018,104018,172-192 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,1077,144.96856,-37.8166
2009,17,103592,103592,11-37 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Commercial,200,144.97173,-37.81546
2009,18,108975,108975,1-9 Spring Street MELBOURNE 3000,Melbourne (CBD),Private,300,144.97379,-37.81499
2009,21,102106,102106,589-605 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,156,144.95521,-37.81937
2009,21,103960,103960,522-552 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Commercial,1018,144.95592,-37.81943
2009,23,102100,102100,433-455 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,370,144.95988,-37.81798
2009,24,102092,102092,359-373 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,265,144.96245,-37.81728
2018,773,579362,665148,84-90 Lorimer Street DOCKLANDS 3008,Docklands,Residential,315,144.9432,-37.82431
2018,773,611696,665148,92-102 Lorimer Street DOCKLANDS 3008,Docklands,Residential,331,144.9432,-37.82431
2009,26,102073,102073,141-165 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,350,144.96876,-37.81545
2009,27,102067,102067,89-105 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,414,144.97077,-37.81489
2018,774,110860,110860,351-387 Ingles Street PORT MELBOURNE 3207,Port Melbourne,Private,172,144.93339,-37.82323
2018,774,611377,611377,161-189 Turner Street PORT MELBOURNE 3207,Port Melbourne,Private,109,144.93204,-37.82353
2009,28,103969,103969,12-20 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Commercial,126,144.97357,-37.81424
2018,775,110525,110525,850-868 Lorimer Street PORT MELBOURNE 3207,Port Melbourne,Private,251,144.93468,-37.82304
2009,31,102109,102109,612-624 Collins Street MELBOURNE 3000,Melbourne (CBD),Residential,210,144.95435,-37.81868
2018,776,110532,110532,99-111 Lorimer Street DOCKLANDS 3008,Docklands,Private,241,144.93943,-37.82435
2018,779,110587,110587,2-46 Douglas Street PORT MELBOURNE 3207,Port Melbourne,Private,311,144.9257,-37.82602
2009,43,101154,101154,483-501 Bourke Street MELBOURNE 3000,Melbourne (CBD),Private,431,144.95958,-37.81589
2009,43,110146,110146,130-148 William Street MELBOURNE 3000,Melbourne (CBD),Private,304,144.95891,-37.81601
2009,44,101147,101147,393-403 Bourke Street MELBOURNE 3000,Melbourne (CBD),Commercial,192,144.9622,-37.81514
2009,53,101176,101176,494-512 Bourke Street MELBOURNE 3000,Melbourne (CBD),Private,343,144.95877,-37.81494
2018,784,600461,110597,12 Central Boulevard PORT MELBOURNE 3207,Port Melbourne,Private,107,144.91884,-37.82228
2009,57,108584,108584,170-190 Russell Street MELBOURNE 3000,Melbourne (CBD),Commercial,409,144.96814,-37.81199
2018,786,110575,110575,1-31 Cook Street PORT MELBOURNE 3207,Port Melbourne,Private,350,144.91338,-37.8309
2009,58,103621,103621,174-192 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Commercial,150,144.9706,-37.81122
2018,786,110588,110588,157-171 Salmon Street PORT MELBOURNE 3207,Port Melbourne,Private,333,144.92123,-37.82732
2009,66,105693,105693,217-231 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Commercial,390,144.96587,-37.8118
2009,68,103620,103620,196-226 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Commercial,479,144.97048,-37.81047
2009,71,108962,108962,244-276 Spencer Street MELBOURNE 3000,Melbourne (CBD),Private,183,144.95296,-37.81438
2018,790,110504,110504,344-370 Lorimer Street PORT MELBOURNE 3207,Port Melbourne,Private,150,144.91016,-37.82374
2009,74,608653,105737,408 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Residential,152,144.96033,-37.81244
2009,74,105741,105741,374-380 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Commercial,460,144.96112,-37.81202
2009,76,589842,105749,10 Artemis Lane MELBOURNE 3000,Melbourne (CBD),Private,218,144.96573,-37.81068
2009,77,103607,103607,265-273 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Residential,330,144.96883,-37.80968
2018,790,597228,597228,11-25 Wirraway Drive PORT MELBOURNE 3207,Port Melbourne,Private,184,144.90991,-37.82554
2009,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Commercial,176,144.97073,-37.8092
2009,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Private,160,144.96284,-37.8109
2009,91,105104,105104,19-41 Jeffcott Street WEST MELBOURNE 3003,West Melbourne (Residential),Residential,136,144.95275,-37.81217
2018,801,559161,559161,3-7 Riverside Quay SOUTHBANK 3006,Southbank,Residential,1000,144.96454,-37.82168
2018,801,570659,570659,64-78 City Road SOUTHBANK 3006,Southbank,Commercial,667,144.96514,-37.82175
2018,802,575820,575820,1-9 Freshwater Place SOUTHBANK 3006,Southbank,Residential,515,144.96218,-37.82172
