census_year,block_id,property_id,base_property_id,building_address,CLUE_small_area,parking_type,parking_spaces,longitude,latitude
2002,742,110424,110424,12-80 Wells Street SOUTHBANK 3006,Southbank,Residential,108,144.96702,-37.82838
2002,743,110451,110451,62-104 Coventry Street SOUTHBANK 3006,Southbank,Residential,112,144.96659,-37.8308
2002,744,110618,110618,211-229 Sturt Street SOUTHBANK 3006,Southbank,Residential,170,144.96487,-37.83134
2002,746,110438,110437,80 Dorcas Street SOUTHBANK 3006,Southbank,Private,128,144.9649,-37.83233
2002,747,110457,110457,49-75 Coventry Street SOUTHBANK 3006,Southbank,Private,146,144.96708,-37.83175
2002,750,569748,108655,250 St Kilda Road SOUTHBANK 3006,Southbank,Residential,173,144.96879,-37.82724
2002,759,108632,108632,439-445 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,170,144.97636,-37.84113
2002,760,108638,108638,477-479 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,204,144.97724,-37.84352
2002,760,108642,108642,497-503 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Commercial,365,144.97776,-37.84496
2002,775,110525,110525,850-868 Lorimer Street PORT MELBOURNE 3207,Port Melbourne,Private,101,144.93336,-37.82469
2002,781,110515,110515,674-702 Lorimer Street PORT MELBOURNE 3207,Port Melbourne,Private,140,144.92205,-37.82394
2002,781,110551,110551,67-85 Turner Street PORT MELBOURNE 3207,Port Melbourne,Private,137,144.92406,-37.82498
2002,786,110575,110575,100-118 Todd Road FISHERMANS BEND 3207,Port Melbourne,Private,350,144.91205,-37.83253
2002,790,559302,559302,187 Todd Road FISHERMANS BEND 3207,Port Melbourne,Private,280,144.90924,-37.82803
2002,802,110384,110384,102-156 City Road SOUTHBANK 3006,Southbank,Private,182,144.96163,-37.82457
2002,808,108046,108046,63-85 Queens Bridge Street SOUTHBANK 3006,Southbank,Residential,284,144.96005,-37.82547
2002,811,111373,111373,34-52 Kavanagh Street SOUTHBANK 3006,Southbank,Residential,140,144.9628,-37.8254
2002,812,110415,110415,12-16 Kavanagh Street SOUTHBANK 3006,Southbank,Residential,170,144.96494,-37.82425
2002,906,108505,108505,367-377 Royal Parade PARKVILLE 3052,Parkville,Private,205,144.95725,-37.78657
2002,919,103256,103256,703-721 Elizabeth Street MELBOURNE 3000,Parkville,Private,100,144.95535,-37.80183
2002,931,107427,107427,10 Brens Drive PARKVILLE 3052,Parkville,Private,341,144.94638,-37.78699
2002,931,110273,110273,Elliott Avenue PARKVILLE 3052,Parkville,Private,300,144.95062,-37.78584
2002,1006,104053,104053,470-594 Footscray Road WEST MELBOURNE 3003,West Melbourne (Industrial),Private,2700,144.92264,-37.80825
2002,1101,108845,108845,33-71C Spencer Street DOCKLANDS 3008,Docklands,Residential,102,144.95289,-37.82183
2002,1101,110843,110843,163-235 Spencer Street DOCKLANDS 3008,Docklands,Commercial,150,144.94925,-37.81615
2002,1105,576021,576021,715-743 Bourke Street DOCKLANDS 3008,Docklands,Commercial,300,,
2002,1105,576022,576022,2-46 Batmans Hill Drive DOCKLANDS 3008,Docklands,Commercial,300,,
2002,1108,106983,106983,1-197 Harbour Esplanade DOCKLANDS 3008,Docklands,Commercial,1500,144.93951,-37.82216
2003,1,103974,103974,507-581 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,270,144.95544,-37.82274
2003,11,103957,103957,517-537 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Commercial,109,144.95534,-37.82151
2003,11,103989,103989,532-536 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,133,144.95512,-37.82188
2003,12,103997,103997,472-482 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,310,144.95696,-37.82137
2003,13,104002,104002,376-388 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,315,144.96024,-37.82048
2003,13,108060,108060,19-35 Queen Street MELBOURNE 3000,Melbourne (CBD),Private,172,144.96046,-37.81987
2003,18,108975,108975,1-9 Spring Street MELBOURNE 3000,Melbourne (CBD),Private,308,144.97269,-37.8168
2003,18,111072,111072,32-44 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,532,144.97187,-37.81701
2003,22,110665,110661,459 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,175,144.95761,-37.81981
2003,24,102092,102092,359-373 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,265,144.96113,-37.81891
2003,25,110857,110857,233-239 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,130,144.96479,-37.81763
2003,27,102071,102071,121-131 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,558,144.96856,-37.81672
2003,28,102063,102060,45 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,552,144.97131,-37.81594
2003,33,102124,102124,430-442 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,105,144.95845,-37.81867
2003,37,102157,102157,90-98 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,118,144.96897,-37.81566
2003,42,101156,101155,535 Bourke Street MELBOURNE 3000,Melbourne (CBD),Commercial,361,144.9565,-37.818
2003,43,110146,110146,130-148 William Street MELBOURNE 3000,Melbourne (CBD),Private,308,144.95759,-37.81764
2003,44,101146,101146,359-385 Bourke Street MELBOURNE 3000,Melbourne (CBD),Commercial,213,144.96161,-37.81657
2003,51,101170,101170,624-634 Bourke Street MELBOURNE 3000,Melbourne (CBD),Private,125,144.95349,-37.8176
2003,52,101173,101173,562-574 Bourke Street MELBOURNE 3000,Melbourne (CBD),Commercial,523,144.95544,-37.81715
2003,54,101187,101187,392-406 Bourke Street MELBOURNE 3000,Melbourne (CBD),Commercial,450,144.96042,-37.81586
2003,56,101204,101204,194-200 Bourke Street MELBOURNE 3000,Melbourne (CBD),Commercial,130,144.96595,-37.81404
2003,68,103620,103620,196-226 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Commercial,249,144.96917,-37.81211
2003,74,105741,105741,374-380 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Commercial,460,144.9598,-37.81366
2003,78,103618,103618,242-284 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Private,341,144.96866,-37.81105
2003,78,110713,105763,2 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Private,185,,
2003,81,106029,106029,536-548 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Residential,138,144.95193,-37.81524
2003,81,108958,108958,581-589 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Private,150,144.95056,-37.81501
2003,83,110757,110142,280-318 William Street MELBOURNE 3000,Melbourne (CBD),Commercial,180,144.95604,-37.81373
2003,88,110943,108992,283 Spring Street MELBOURNE 3000,Melbourne (CBD),Residential,233,144.96971,-37.80981
2003,94,108089,108089,346-376 Queen Street MELBOURNE 3000,Melbourne (CBD),Commercial,230,144.95788,-37.81188
2003,97,105491,105491,58-66 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Private,115,144.96563,-37.80993
2003,101,105326,105326,383-405 King Street WEST MELBOURNE 3003,West Melbourne (Residential),Private,108,144.95161,-37.81275
2003,105,103302,103302,422-440 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Private,120,144.95969,-37.81027
2003,113,110685,108118,391 Queen Street MELBOURNE 3000,Melbourne (CBD),Commercial,800,144.95638,-37.80888
2003,131,103979,103979,671-701 Flinders Street DOCKLANDS 3005,Docklands,Commercial,699,144.95085,-37.82396
2003,131,103977,111287,633-669 Flinders Street DOCKLANDS 3005,Docklands,Private,354,144.95223,-37.82421
2003,207,109553,109553,6-30 Tyne Street CARLTON 3053,Carlton,Commercial,219,144.96537,-37.79931
2003,242,101255,101255,197-235 Bouverie Street CARLTON 3053,Carlton,Private,119,144.9603,-37.80267
2003,250,108266,108266,9-11 Nicholson Street CARLTON 3053,Carlton,Commercial,900,144.97032,-37.8056
2003,260,103271,103271,646-652 Elizabeth Street MELBOURNE 3000,Carlton,Commercial,300,144.95725,-37.80481
2003,265,109845,109845,110-120 Victoria Street CARLTON 3053,Carlton,Commercial,465,144.96262,-37.8077
2003,317,106338,106338,98-110 Macaulay Road NORTH MELBOURNE 3051,North Melbourne,Private,141,144.94133,-37.79929
2003,319,106336,106336,112-166 Macaulay Road NORTH MELBOURNE 3051,North Melbourne,Private,141,144.94035,-37.79846
2003,376,103811,103811,19-35 Flemington Road NORTH MELBOURNE 3051,North Melbourne,Commercial,120,144.95404,-37.8022
2003,443,102953,102953,100-154 Batman Street WEST MELBOURNE 3003,West Melbourne (Residential),Commercial,400,144.94763,-37.81265
2003,503,109449,109449,41-125 Tennyson Street KENSINGTON 3031,Kensington,Private,208,144.92865,-37.80122
2003,570,108810,108810,500 Epsom Road FLEMINGTON 3031,Kensington,Private,6000,144.91154,-37.7907
2003,607,110002,110002,98-108 Wellington Parade EAST MELBOURNE 3002,East Melbourne,Private,102,144.98546,-37.81783
2003,615,102007,102007,126-158 Clarendon Street EAST MELBOURNE 3002,East Melbourne,Private,240,144.98279,-37.81392
2003,621,109655,109655,232-254 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Private,125,144.97856,-37.81082
2003,646,100341,100341,410-418 Albert Street EAST MELBOURNE 3002,East Melbourne,Commercial,324,144.97578,-37.81098
2003,651,565541,101779,2 St Andrews Place EAST MELBOURNE 3002,East Melbourne,Private,125,144.9759,-37.81314
2003,720,108626,108626,409-413 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,124,144.97555,-37.839
2003,724,108647,108647,541-543 St Kilda Road PRAHRAN 3181,Melbourne (Remainder),Private,130,144.97874,-37.84771
2003,724,108650,108650,553-555 St Kilda Road PRAHRAN 3181,Melbourne (Remainder),Commercial,170,144.97906,-37.84849
2003,732,110483,110483,127-135 Clarendon Street SOUTHBANK 3006,Southbank,Commercial,225,144.9578,-37.82989
2003,738,110621,110621,120-150 Sturt Street SOUTHBANK 3006,Southbank,Residential,144,144.96494,-37.82642
2003,742,110424,110424,12-80 Wells Street SOUTHBANK 3006,Southbank,Residential,108,144.96702,-37.82838
2003,742,110425,110425,6-10 Wells Street SOUTHBANK 3006,Southbank,Residential,181,144.96726,-37.8278
2003,743,110451,110451,62-104 Coventry Street SOUTHBANK 3006,Southbank,Residential,112,144.96659,-37.8308
2003,744,110618,110618,211-229 Sturt Street SOUTHBANK 3006,Southbank,Residential,170,144.96487,-37.83134
2003,748,108658,108658,312-318 St Kilda Road SOUTHBANK 3006,Southbank,Commercial,267,144.96937,-37.83073
2003,753,110607,110607,24-26 Southgate Avenue SOUTHBANK 3006,Southbank,Private,160,144.96579,-37.82202
2003,759,108632,108632,439-445 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,170,144.97636,-37.84113
2003,759,108634,108634,455-457 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,114,144.9767,-37.84204
2003,759,108635,108635,459-465 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Residential,108,144.97684,-37.84244
2003,760,108638,108638,477-479 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,204,144.97724,-37.84352
2003,760,108642,108642,497-503 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Commercial,365,144.97776,-37.84496
2003,775,110525,110525,850-868 Lorimer Street PORT MELBOURNE 3207,Port Melbourne,Private,101,144.93336,-37.82469
2003,779,110547,110547,50-80 Turner Street PORT MELBOURNE 3207,Port Melbourne,Private,250,144.9241,-37.82621
2003,795,110599,110599,120-178 PORT MELBOURNE 3207,Port Melbourne,Private,120,144.90731,-37.84102
2003,801,110333,110333,12 Riverside Quay SOUTHBANK 3006,Southbank,Private,300,144.96343,-37.82234
2003,801,570659,570659,64-78 City Road SOUTHBANK 3006,Southbank,Commercial,779,144.96381,-37.82339
2003,803,111175,110477,8 Whiteman Street SOUTHBANK 3006,Southbank,Commercial,1800,144.95703,-37.82479
2003,804,110484,110484,2-26 Clarendon Street SOUTHBANK 3006,Southbank,Commercial,1750,144.95243,-37.82719
2003,811,111372,111372,88-98 Southbank Boulevard SOUTHBANK 3006,Southbank,Residential,190,144.96318,-37.8251
2003,870,102178,102178,23-99 Commercial Road PRAHRAN 3181,Melbourne (Remainder),Private,500,144.98149,-37.84823
2003,919,103256,103256,703-721 Elizabeth Street MELBOURNE 3000,Parkville,Private,100,144.95535,-37.80183
2010,441,102956,102956,177-231 Rosslyn Street WEST MELBOURNE 3003,West Melbourne (Residential),Commercial,102,144.94856,-37.81022
2010,570,108810,108810,428-550 Epsom Road FLEMINGTON 3031,Kensington,Private,6000,144.9127,-37.78907
2010,613,593692,109643,189 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,162,144.98562,-37.81005
2010,615,102007,102007,126-158 Clarendon Street EAST MELBOURNE 3002,East Melbourne,Residential,112,144.9841,-37.81228
2010,615,102007,102007,126-158 Clarendon Street EAST MELBOURNE 3002,East Melbourne,Private,152,144.9841,-37.81228
2010,618,109996,109996,1-9 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,114,144.98483,-37.81609
2010,644,109669,109669,68-88 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Commercial,500,144.97429,-37.80856
2010,646,100341,100341,410-418 Albert Street EAST MELBOURNE 3002,East Melbourne,Commercial,324,144.97709,-37.80934
2010,651,557129,101779,10 St Andrews Place EAST MELBOURNE 3002,East Melbourne,Private,146,144.9774,-37.81152
2010,651,111469,111469,33-61 Cathedral Place EAST MELBOURNE 3002,East Melbourne,Private,522,144.97651,-37.81131
2010,651,111469,111469,33-61 Cathedral Place EAST MELBOURNE 3002,East Melbourne,Commercial,200,144.97651,-37.81131
2010,659,100847,100847,Batman Avenue MELBOURNE 3004,Melbourne (Remainder),Private,782,144.97904,-37.82134
2010,659,614000,100847,Batman Avenue MELBOURNE 3004,Melbourne (Remainder),Private,200,144.97904,-37.82134
2010,660,602280,109256,90 Olympic Boulevard MELBOURNE 3004,Melbourne (Remainder),Commercial,154,144.98246,-37.82485
2010,720,108627,108627,415-421 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,480,144.97704,-37.83775
2010,724,108649,108649,549-551 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,250,144.98028,-37.84659
2010,729,110476,110476,72-82 Haig Street SOUTHBANK 3006,Southbank,Commercial,200,144.95557,-37.82791
2010,734,110465,110465,71-75 Clarke Street SOUTHBANK 3006,Southbank,Commercial,253,144.96035,-37.828
2010,735,110637,110637,31-49 Moray Street SOUTHBANK 3006,Southbank,Commercial,180,144.9614,-37.82762
2010,736,110408,110408,93-119 Kavanagh Street SOUTHBANK 3006,Southbank,Commercial,700,144.96358,-37.8257
2010,738,110621,110621,120-150 Sturt Street SOUTHBANK 3006,Southbank,Residential,144,144.96626,-37.82478
2010,742,110425,110425,6-10 Wells Street SOUTHBANK 3006,Southbank,Residential,181,144.96855,-37.82617
2010,743,110451,110451,62-104 Coventry Street SOUTHBANK 3006,Southbank,Residential,112,144.9679,-37.82916
2010,744,110618,110618,211-229 Sturt Street SOUTHBANK 3006,Southbank,Residential,250,144.96618,-37.82969
2010,750,569749,108655,250 St Kilda Road SOUTHBANK 3006,Southbank,Residential,206,144.9701,-37.82562
2010,753,110379,110380,40 City Road SOUTHBANK 3006,Southbank,Private,257,144.9663,-37.82072
2010,753,110608,110608,28-32 Southgate Avenue SOUTHBANK 3006,Southbank,Residential,108,144.96747,-37.82067
2010,759,108631,108631,435-437 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,101,144.97753,-37.8391
2010,759,108634,108634,455-457 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,114,144.97801,-37.84041
2010,760,108642,108642,497-503 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Commercial,320,144.97908,-37.84332
2010,772,110528,110528,69-79 Lorimer Street DOCKLANDS 3008,Docklands,Private,202,144.94269,-37.82497
2010,774,110860,110860,351-387 Ingles Street PORT MELBOURNE 3207,Port Melbourne,Private,172,144.93339,-37.82323
2010,775,110525,110525,850-868 Lorimer Street PORT MELBOURNE 3207,Port Melbourne,Private,251,144.93468,-37.82304
2010,781,110551,110551,49-89 Turner Street PORT MELBOURNE 3207,Port Melbourne,Private,383,144.92539,-37.82303
2010,781,110596,110596,272-310 Salmon Street PORT MELBOURNE 3207,Port Melbourne,Commercial,573,144.92172,-37.82182
2010,782,110519,110519,768-798 Lorimer Street PORT MELBOURNE 3207,Port Melbourne,Private,220,144.92887,-37.82258
2010,784,600461,110597,12 Central Boulevard FISHERMANS BEND 3207,Port Melbourne,Private,107,144.91884,-37.82228
2010,790,110504,110504,344-370 Lorimer Street FISHERMANS BEND 3207,Port Melbourne,Private,150,144.91016,-37.82374
2010,790,597228,597228,11-25 Wirraway Drive FISHERMANS BEND 3207,Port Melbourne,Private,184,144.90991,-37.82554
2010,791,110501,110501,224-260 Lorimer Street FISHERMANS BEND 3207,Port Melbourne,Private,900,144.90413,-37.82897
2010,795,110599,110599,120-178 PORT MELBOURNE 3207,Port Melbourne,Private,120,144.90851,-37.83973
2010,801,110325,110325,2 Riverside Quay SOUTHBANK 3006,Southbank,Commercial,560,144.96328,-37.82132
2010,801,570659,570659,64-78 City Road SOUTHBANK 3006,Southbank,Commercial,779,144.96514,-37.82175
2010,802,575820,575820,1-9 Freshwater Place SOUTHBANK 3006,Southbank,Residential,785,144.96218,-37.82172
2010,810,576748,576748,70-92 Kavanagh Street SOUTHBANK 3006,Southbank,Residential,282,144.96305,-37.82469
2010,811,111373,111373,34-52 Kavanagh Street SOUTHBANK 3006,Southbank,Residential,140,144.96411,-37.82376
2010,812,110417,110417,20-22 Kavanagh Street SOUTHBANK 3006,Southbank,Residential,241,144.96583,-37.82281
2010,813,110411,110411,2-6 Kavanagh Street SOUTHBANK 3006,Southbank,Commercial,436,144.96736,-37.82197
2010,920,618951,618951,18-22 Flemington Road PARKVILLE 3050,Parkville,Commercial,950,144.955,-37.79885
2010,929,110950,110950,34-56 Poplar Road PARKVILLE 3052,Parkville,Private,298,144.9479,-37.77803
2010,1006,104053,104053,476-602 Footscray Road WEST MELBOURNE 3003,West Melbourne (Industrial),Private,2700,144.92332,-37.80659
2010,1007,107575,107575,2 Phillipps Road WEST MELBOURNE 3003,West Melbourne (Industrial),Private,197,144.91932,-37.81381
2010,1102,609314,609314,194-206 Harbour Esplanade DOCKLANDS 3008,Docklands,Residential,125,144.94494,-37.81399
2010,1105,598590,598590,720-750 Collins Street DOCKLANDS 3008,Docklands,Commercial,430,144.94933,-37.82
2010,1105,609487,609487,737-743 Bourke Street DOCKLANDS 3008,Docklands,Private,230,144.94907,-37.8192
2010,1108,573414,573414,788-812 Bourke Street DOCKLANDS 3008,Docklands,Private,362,144.94508,-37.81885
2010,1108,604124,604124,816-828 Bourke Street DOCKLANDS 3008,Docklands,Private,135,144.94397,-37.81927
2010,1108,623574,623574,848-868 Bourke Street DOCKLANDS 3008,Docklands,Commercial,100,144.9422,-37.81983
2010,1109,560001,560001,16-32 Rakaia Way DOCKLANDS 3008,Docklands,Residential,250,144.94124,-37.8146
2010,1109,573327,573327,37-43 Caravel Lane DOCKLANDS 3008,Docklands,Residential,250,144.94067,-37.81492
2010,1109,601815,601815,397-407 Docklands Drive DOCKLANDS 3008,Docklands,Commercial,387,144.94021,-37.81429
2010,1110,580075,580075,476-478 Docklands Drive DOCKLANDS 3008,Docklands,Private,350,144.93565,-37.81382
2010,1110,608355,608355,364-378 Docklands Drive DOCKLANDS 3008,Docklands,Commercial,144,144.94187,-37.81286
2010,1110,618853,618853,396-416 Docklands Drive DOCKLANDS 3008,Docklands,Commercial,429,144.94005,-37.81333
2010,1110,618854,618854,380-394 Docklands Drive DOCKLANDS 3008,Docklands,Private,230,144.94109,-37.8131
2010,1112,103980,103980,40-66 Siddeley Street DOCKLANDS 3005,Docklands,Residential,291,144.95248,-37.82288
2010,2385,616892,616892,64-90 Sutton Street NORTH MELBOURNE 3051,North Melbourne,Private,100,144.93764,-37.79163
2011,12,103998,103998,452-470 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,296,144.9586,-37.81947
2011,12,103999,103999,1-13 William Street MELBOURNE 3000,Melbourne (CBD),Private,121,144.95951,-37.81943
2011,13,108060,108060,19-35 Queen Street MELBOURNE 3000,Melbourne (CBD),Private,172,144.96178,-37.81823
2011,17,103592,103592,11-37 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Commercial,200,144.97173,-37.81546
2011,17,103592,103592,11-37 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Private,131,144.97173,-37.81546
2011,17,104025,104025,114-128 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,866,144.97076,-37.81594
